0,election,incumbenteffect,first_other,lab,con,libdem,winprob_other,winprob_lab,winprob_con,winprob_libdem
325,liverpool2021,2.4,13.31759899,66.08318615,16.67967989,3.725704336,0.04,0.95,0,0
326,liverpool2021,2.5,13.40038491,66.14201159,16.54039264,3.705995678,0.04,0.95,0,0
327,liverpool2021,2.6,13.36799354,66.24473249,16.46311164,3.694655989,0.04,0.95,0,0
328,liverpool2021,2.7,13.2792312,66.33453018,16.46281029,3.675116981,0.04,0.95,0,0
329,liverpool2021,2.8,13.28992996,66.39408034,16.37928875,3.669041543,0.04,0.95,0,0
330,liverpool2021,2.9,13.25795661,66.4851526,16.31706375,3.651477508,0.04,0.95,0,0
331,liverpool2021,3,13.13025119,66.63628364,16.2956038,3.628061925,0.04,0.96,0,0
332,liverpool2021,3.1,13.15937449,66.71851796,16.16421577,3.625951292,0.04,0.96,0,0
333,liverpool2021,3.2,13.09079066,66.82039368,16.11298727,3.620355559,0.04,0.96,0,0
334,liverpool2021,3.3,13.05143104,66.96198456,16.03317839,3.573278016,0.04,0.96,0,0
335,liverpool2021,3.4,13.01450842,67.00174497,16.00135393,3.578385746,0.04,0.96,0,0
336,liverpool2021,3.5,12.9955113,67.10213041,15.92232146,3.55022498,0.04,0.96,0,0
337,liverpool2021,3.6,12.85364989,67.30242338,15.859279,3.526478054,0.04,0.96,0,0
338,liverpool2021,3.7,12.88729753,67.30042937,15.80458629,3.522994571,0.04,0.96,0,0
339,liverpool2021,3.8,12.80158826,67.44293333,15.74366427,3.497170086,0.04,0.96,0,0
340,liverpool2021,3.9,12.7548781,67.54155709,15.68210058,3.478120243,0.04,0.96,0,0
341,liverpool2021,4,12.70347948,67.63578408,15.60963885,3.477224913,0.04,0.96,0,0
342,liverpool2021,4.1,12.73178601,67.76295238,15.46203269,3.436327074,0.04,0.96,0,0
343,liverpool2021,4.2,12.67100032,67.84165397,15.42406974,3.424909053,0.04,0.96,0,0
344,liverpool2021,4.3,12.66984812,67.88124753,15.35866009,3.418754079,0.04,0.96,0,0
345,liverpool2021,4.4,12.59491728,68.00194359,15.289416,3.407369016,0.04,0.96,0,0
346,liverpool2021,4.5,12.60795431,68.05847748,15.21482777,3.378433449,0.04,0.96,0,0
347,liverpool2021,4.6,12.47962426,68.21563005,15.16457883,3.360519218,0.04,0.96,0,0
348,liverpool2021,4.7,12.50861516,68.26540822,15.05304451,3.357597402,0.04,0.96,0,0
349,liverpool2021,4.8,12.35819839,68.43163619,15.02518986,3.330389133,0.04,0.96,0,0
350,liverpool2021,4.9,12.38034998,68.52224494,14.89895733,3.300676169,0.04,0.96,0,0
351,liverpool2021,5,12.35080539,68.57049564,14.86120481,3.282375254,0.04,0.96,0,0
352,liverpool2021,5.1,12.26570811,68.71868337,14.7672015,3.268490983,0.04,0.96,0,0
353,liverpool2021,5.2,12.13824655,68.92178161,14.66999674,3.240619499,0.04,0.96,0,0
354,liverpool2021,5.3,12.16293174,68.92967035,14.60580278,3.232178388,0.04,0.96,0,0
355,liverpool2021,5.4,12.12796591,69.01672883,14.53846258,3.202224317,0.04,0.96,0,0
356,liverpool2021,5.5,12.06777054,69.10980686,14.46391701,3.201841662,0.04,0.96,0,0
357,liverpool2021,5.6,11.99621939,69.23921815,14.37789266,3.179783145,0.03,0.97,0,0
358,liverpool2021,5.7,12.0487502,69.29550275,14.24104073,3.153354772,0.04,0.96,0,0
359,liverpool2021,5.8,11.87664248,69.45316031,14.24065071,3.120599963,0.03,0.97,0,0
360,liverpool2021,5.9,11.87541376,69.52762755,14.12625591,3.1080788,0.03,0.97,0,0
361,liverpool2021,6,11.84605481,69.59963729,14.05096177,3.089605292,0.03,0.97,0,0
362,liverpool2021,6.1,11.73807027,69.73807814,13.97622033,3.0742167,0.03,0.97,0,0
363,liverpool2021,6.2,11.72854458,69.81870673,13.88152181,3.045487987,0.03,0.97,0,0
514,london2021,6.3,5.014659565,50.12464307,20.18162374,7.703485364,0.04,0.93,0.04,0
365,liverpool2021,6.4,11.62421446,70.05616209,13.66528735,3.00672519,0.03,0.97,0,0
366,liverpool2021,6.5,11.58919527,70.12086717,13.61047748,2.982393064,0.03,0.97,0,0
367,liverpool2021,6.6,11.48218691,70.26660809,13.51948317,2.965059286,0.03,0.97,0,0
368,liverpool2021,6.7,11.47408611,70.31689746,13.44866765,2.937798627,0.03,0.97,0,0
369,liverpool2021,6.8,11.47094452,70.35874015,13.36123106,2.921771918,0.03,0.97,0,0
370,liverpool2021,6.9,11.33348769,70.57199225,13.24072258,2.883038032,0.03,0.97,0,0
371,liverpool2021,7,11.32176176,70.65937201,13.12111827,2.867504145,0.03,0.97,0,0
372,liverpool2021,7.1,11.28626642,70.72400901,13.05132107,2.839163251,0.03,0.97,0,0
373,liverpool2021,7.2,11.22054211,70.85660671,12.9496693,2.820203272,0.03,0.97,0,0
374,liverpool2021,7.3,11.18614881,70.8782101,12.8774856,2.811733508,0.03,0.97,0,0
375,liverpool2021,7.4,11.15118523,70.98646984,12.7638525,2.781524173,0.03,0.97,0,0
376,liverpool2021,7.5,11.05557358,71.15453866,12.66709439,2.776256199,0.03,0.97,0,0
377,liverpool2021,7.6,10.95379057,71.27154239,12.57088885,2.724646985,0.03,0.97,0,0
378,liverpool2021,7.7,10.90666173,71.36219208,12.59296109,2.716419354,0.03,0.97,0,0
379,liverpool2021,7.8,10.8717636,71.43690306,12.36203377,2.681468154,0.03,0.97,0,0
380,liverpool2021,7.9,10.81086646,71.53851711,12.2656844,2.64591083,0.03,0.97,0,0
381,liverpool2021,8,10.77895257,71.62504208,12.18953031,2.626164009,0.03,0.97,0,0
382,liverpool2021,8.1,10.7265191,71.67735424,12.14539989,2.611144896,0.03,0.97,0,0
383,liverpool2021,8.2,10.57434321,71.91965692,11.87892139,2.558697959,0.03,0.97,0,0
384,liverpool2021,8.3,10.58986279,71.90906443,11.8791948,2.553801168,0.03,0.97,0,0
385,liverpool2021,8.4,10.62005931,71.95844806,11.79556171,2.54447025,0.03,0.97,0,0
386,liverpool2021,8.5,10.45892694,72.14547195,11.58080094,2.431421366,0.03,0.97,0,0
387,liverpool2021,8.6,10.33843706,72.31126501,11.61463941,2.499657304,0.03,0.97,0,0
388,liverpool2021,8.7,10.36970363,72.29921478,11.47207763,2.454668831,0.03,0.97,0,0
389,liverpool2021,8.8,10.30506992,72.43100849,11.33222992,2.420422356,0.03,0.97,0,0
390,liverpool2021,8.9,10.2471928,72.49838413,11.24239154,2.400133851,0.03,0.97,0,0
391,liverpool2021,9,10.19298465,72.65526523,11.05205744,2.335920269,0.03,0.97,0,0
392,liverpool2021,9.1,10.10123153,72.74963516,10.98160379,2.330170168,0.03,0.97,0,0
393,liverpool2021,9.2,9.99866926,72.86180408,10.91925068,2.309785629,0.03,0.98,0,0
394,liverpool2021,9.3,10.00524429,72.959509,10.71342693,2.262897458,0.03,0.97,0,0
395,liverpool2021,9.4,9.241514352,73.02959185,9.550337549,1.749595915,0.03,0.97,0,0
396,liverpool2021,9.5,9.867827467,73.14176183,10.4757664,2.20228366,0.02,0.98,0,0
397,liverpool2021,9.6,9.767067728,73.24980163,10.50444155,2.210635394,0.02,0.98,0,0
398,liverpool2021,9.7,9.667148067,73.34625998,10.19670936,2.123615817,0.02,0.98,0,0
399,liverpool2021,9.8,9.606474068,73.46454358,10.12810898,2.098432191,0.02,0.98,0,0
400,liverpool2021,9.9,9.579528557,73.54501142,9.958978916,2.07338092,0.02,0.98,0,0
401,liverpool2021,10,9.566414549,73.58220145,9.926970731,2.051390235,0.02,0.98,0,0
402,liverpool2021,10.1,9.450755603,73.76549146,9.719304446,2.003307989,0.02,0.98,0,0
403,liverpool2021,10.2,9.45137302,73.76267729,9.728035514,2.008554752,0.02,0.98,0,0
404,liverpool2021,10.3,9.332549511,73.90929382,9.468756685,1.959307869,0.02,0.98,0,0
405,liverpool2021,10.4,9.19116345,73.96821847,8.993671305,1.490741534,0.02,0.98,0,0
406,liverpool2021,10.5,9.169666079,74.14106906,9.297727967,1.876614406,0.02,0.98,0,0
407,liverpool2021,10.6,9.247697687,74.20903007,9.356930814,1.911554265,0.02,0.98,0,0
408,liverpool2021,10.7,9.034908404,74.33886025,8.901913265,1.812264004,0.02,0.98,0,0
409,liverpool2021,10.8,8.978032991,74.42820453,8.692076927,1.759027889,0.02,0.98,0,0
410,liverpool2021,10.9,8.881628209,74.50033475,8.495442222,1.693835788,0.02,0.98,0,0
411,liverpool2021,11,8.769669853,74.64134876,8.403110588,1.652347943,0.02,0.98,0,0
412,liverpool2021,11.1,8.844382075,74.64197983,8.560434253,1.716853743,0.02,0.98,0,0
413,liverpool2021,11.2,8.701899681,74.82228991,8.21089145,1.636254535,0.02,0.98,0,0
414,liverpool2021,11.3,8.574673105,74.99611719,7.994896813,1.611795718,0.02,0.98,0,0
415,liverpool2021,11.4,8.41092809,75.078288,7.601200273,1.364100091,0.02,0.98,0,0
416,liverpool2021,11.5,8.511315724,75.09183102,7.720519728,1.472991238,0.02,0.98,0,0
417,liverpool2021,11.6,8.262753307,75.20621519,6.434633386,1.081462385,0.02,0.98,0,0
418,liverpool2021,11.7,8.255715247,75.35794453,7.42956106,1.474563328,0.02,0.98,0,0
419,liverpool2021,11.8,7.514771026,75.42977385,4.638586782,-2.360163575,0.02,0.98,0,0
420,liverpool2021,11.9,8.105484045,75.51389437,7.173015628,1.323787012,0.02,0.98,0,0
421,liverpool2021,12,7.997857862,75.66947334,6.014214193,0.652698643,0.02,0.98,0,0
422,liverpool2021,12.1,7.866591507,75.70738854,6.355641977,1.026509261,0.02,0.98,0,0
423,liverpool2021,12.2,7.909355394,75.77898433,6.867563901,1.305291914,0.02,0.98,0,0
424,liverpool2021,12.3,7.791823426,75.90569984,6.438382897,1.151641861,0.02,0.98,0,0
425,liverpool2021,12.4,7.674352458,75.99700659,6.081362875,1.027217394,0.02,0.98,0,0
426,liverpool2021,12.5,8.010655111,76.14982142,15.74474415,2.234297682,0.02,0.98,0,0
427,liverpool2021,12.6,7.17766277,76.22501969,5.039665113,0.986918418,0.02,0.98,0,0
428,liverpool2021,12.7,7.008848194,76.39974959,2.983909745,0.458921201,0.02,0.98,0,0
429,liverpool2021,12.8,7.396292779,76.4364166,4.829181257,0.769821762,0.02,0.98,0,0
430,liverpool2021,12.9,7.290102103,76.54829908,0.411360019,-0.127917791,0.02,0.98,0,0
431,liverpool2021,13,7.234362253,76.59014533,6.090048419,0.975584833,0.02,0.98,0,0
432,liverpool2021,13.1,7.06860863,76.73637582,5.111989094,0.665294878,0.02,0.98,0,0
433,liverpool2021,13.2,6.962895534,76.91772832,6.054122289,1.61574329,0.02,0.98,0,0
434,liverpool2021,13.3,6.904539888,76.92665848,4.539169739,0.63480924,0.02,0.98,0,0
435,liverpool2021,13.4,6.841963682,76.96794556,3.558000074,0.273785662,0.02,0.98,0,0
436,liverpool2021,13.5,6.829568445,77.10127217,4.721642268,0.671930842,0.02,0.98,0,0
437,liverpool2021,13.6,6.7397684,77.1801027,4.542003611,0.733983168,0.02,0.98,0,0
438,liverpool2021,13.7,3.154132217,77.30566881,-3.425388076,-1.249754817,0.02,0.98,0,0
439,liverpool2021,13.8,6.312537939,77.39939428,3.840436891,0.360610933,0.02,0.98,0,0
440,liverpool2021,13.9,6.325350743,77.49377616,3.414956744,0.400490143,0.02,0.98,0,0
441,liverpool2021,14,6.368621038,77.67551263,3.408316859,0.42786228,0.02,0.98,0,0
442,liverpool2021,14.1,6.061134575,77.67762231,2.554353547,-0.348964387,0.02,0.98,0,0
443,liverpool2021,14.2,5.773075408,77.81733709,1.220523803,-0.596611739,0.02,0.98,0,0
444,liverpool2021,14.3,5.92942615,77.89639111,2.392938199,0.066867824,0.02,0.98,0,0
445,liverpool2021,14.4,5.798116237,77.97301496,2.994317381,1.171564241,0.02,0.98,0,0
446,liverpool2021,14.5,5.531373199,78.09999994,1.384166641,-0.139578345,0.02,0.98,0,0
447,liverpool2021,14.6,11.82115651,78.2552078,13.20681262,5.609864581,0.02,0.98,0,0
448,liverpool2021,14.7,5.769862085,78.33151492,3.532078,0.284113409,0.02,0.98,0,0
449,liverpool2021,14.8,3.060786833,78.46805436,-5.963959922,-3.065889556,0.02,0.98,0,0
450,liverpool2021,14.9,5.002106671,78.56304708,4.626313891,-0.14184982,0.02,0.98,0,0
451,london2021,0,5.587532661,43.91682935,23.45224761,9.0240222,0.05,0.85,0.1,0
452,london2021,0.1,5.618049673,43.84886111,23.3933314,9.003195002,0.05,0.85,0.1,0
453,london2021,0.2,5.6222642,43.95989367,23.44157526,8.932145723,0.05,0.85,0.1,0
454,london2021,0.3,5.604113805,44.06755374,23.29213597,8.950072398,0.05,0.85,0.09,0
455,london2021,0.4,5.60198208,44.17436975,23.26226858,8.95111854,0.05,0.85,0.09,0
456,london2021,0.5,5.558887324,44.38078855,23.26161493,8.902485515,0.05,0.86,0.09,0
457,london2021,0.6,5.566777012,44.41860012,23.17904122,8.886947222,0.05,0.86,0.09,0
458,london2021,0.7,5.572385272,44.50116632,23.20154292,8.84785997,0.05,0.86,0.09,0
459,london2021,0.8,5.546809583,44.69991628,23.09158899,8.834646522,0.05,0.86,0.09,0
460,london2021,0.9,5.547501778,44.69243979,23.05504368,8.840644836,0.05,0.86,0.09,0
461,london2021,1,5.52829704,44.73250082,23.0496929,8.840330548,0.05,0.86,0.09,0
462,london2021,1.1,5.51427099,44.93670527,22.94149168,8.814187972,0.05,0.87,0.08,0
463,london2021,1.2,5.518273728,44.96847085,22.95983876,8.797487018,0.05,0.87,0.08,0
464,london2021,1.3,5.490663267,45.12409496,22.87257041,8.776165188,0.05,0.87,0.08,0
465,london2021,1.4,5.452041305,45.28667916,22.85721967,8.74242394,0.05,0.87,0.08,0
466,london2021,1.5,5.505381558,45.24025943,22.77443007,8.729065007,0.05,0.87,0.08,0
467,london2021,1.6,5.458469669,45.44466277,22.72000967,8.68891717,0.05,0.87,0.08,0
468,london2021,1.7,5.474686774,45.52351332,22.64193287,8.667031883,0.05,0.88,0.08,0
469,london2021,1.8,5.500233673,45.55153627,22.57960544,8.658553024,0.05,0.88,0.07,0
470,london2021,1.9,5.437835346,45.72378021,22.57960565,8.68174316,0.05,0.88,0.07,0
471,london2021,2,5.450744768,45.77718436,22.54346335,8.636089682,0.05,0.88,0.07,0
472,london2021,2.1,5.448617664,45.87031388,22.49970183,8.598657617,0.05,0.88,0.07,0
473,london2021,2.2,5.422461069,46.04082196,22.42262806,8.600714865,0.05,0.88,0.07,0
474,london2021,2.3,5.404014337,46.06564015,22.37546752,8.602160707,0.05,0.88,0.07,0
475,london2021,2.4,5.411670649,46.17840378,22.34713247,8.524204913,0.05,0.88,0.07,0
476,london2021,2.5,5.382811561,46.30824772,22.26032067,8.551373142,0.05,0.88,0.07,0
477,london2021,2.6,5.365763096,46.45531323,22.22123899,8.512798374,0.05,0.89,0.07,0
478,london2021,2.7,5.378412803,46.49552195,22.14378304,8.471580736,0.05,0.89,0.07,0
479,london2021,2.8,5.328797737,46.70774451,22.17988889,8.481145732,0.04,0.89,0.06,0
480,london2021,2.9,5.378312261,46.64208483,22.07201943,8.431321626,0.05,0.89,0.06,0
481,london2021,3,5.37088445,46.68033033,21.99360348,8.427665104,0.05,0.89,0.06,0
482,london2021,3.1,5.307880625,46.96387445,21.98122667,8.416141546,0.04,0.89,0.06,0
483,london2021,3.2,5.310746213,47.04131974,21.95701909,8.359042389,0.04,0.89,0.06,0
484,london2021,3.3,5.327166054,47.09206025,21.86359608,8.374060371,0.04,0.89,0.06,0
485,london2021,3.4,5.303629076,47.22121111,21.80188702,8.34315873,0.04,0.9,0.06,0
486,london2021,3.5,5.332035769,47.27727958,21.7342766,8.305996827,0.04,0.9,0.06,0
487,london2021,3.6,5.284135818,47.4218199,21.73366845,8.325416537,0.04,0.9,0.06,0
488,london2021,3.7,5.278987616,47.50196625,21.65703811,8.279167262,0.04,0.9,0.06,0
489,london2021,3.8,5.285352828,47.62718248,21.58179455,8.242512011,0.04,0.9,0.06,0
490,london2021,3.9,5.21663012,47.84511605,21.58091495,8.253893938,0.04,0.9,0.05,0
491,london2021,4,5.257850899,47.80545997,21.46806658,8.202625516,0.04,0.9,0.05,0
492,london2021,4.1,5.230565247,47.88892907,21.47587291,8.21978916,0.04,0.9,0.05,0
493,london2021,4.2,5.239289721,47.95700217,21.38460925,8.184881784,0.04,0.91,0.05,0
494,london2021,4.3,5.182113571,48.21655326,21.34660796,8.162445332,0.04,0.91,0.05,0
495,london2021,4.4,5.207045558,48.18338632,21.25738941,8.140611078,0.04,0.91,0.05,0
496,london2021,4.5,5.189014721,48.30918196,21.1887921,8.137343375,0.04,0.91,0.05,0
497,london2021,4.6,5.158701262,48.35226016,21.22400016,8.088983137,0.04,0.91,0.05,0
498,london2021,4.7,5.185171802,48.51746847,21.05349147,8.066270859,0.04,0.91,0.05,0
499,london2021,4.8,5.16219076,48.57223114,20.99350542,8.078855525,0.04,0.91,0.05,0
500,london2021,4.9,5.120115444,48.79902095,21.04523324,8.050008717,0.04,0.91,0.05,0
501,london2021,5,5.168702811,48.777165,20.91175473,7.997478521,0.04,0.92,0.04,0
502,london2021,5.1,5.111184541,48.93244339,20.90269928,8.000982742,0.04,0.92,0.04,0
503,london2021,5.2,5.110788462,49.03914317,20.83126297,7.977082907,0.04,0.92,0.04,0
504,london2021,5.3,5.09208011,49.1123165,20.75147059,7.948387275,0.04,0.92,0.04,0
505,london2021,5.4,5.085348312,49.25458067,20.71347219,7.9049126,0.04,0.92,0.04,0
506,london2021,5.5,5.076452328,49.2966155,20.66950738,7.911904105,0.04,0.92,0.04,0
507,london2021,5.6,5.108725824,49.34334661,20.62152523,7.864979592,0.04,0.92,0.04,0
508,london2021,5.7,5.11962636,49.52326199,20.48021138,7.841456601,0.04,0.92,0.04,0
509,london2021,5.8,5.054411449,49.68545441,20.43671835,7.83825247,0.04,0.92,0.04,0
510,london2021,5.9,5.05781162,49.73355286,20.40681246,7.822092156,0.04,0.92,0.04,0
511,london2021,6,5.079737673,49.73618367,20.29301603,7.761487022,0.04,0.92,0.04,0
512,london2021,6.1,5.047124195,49.83934958,20.30589528,7.75007594,0.04,0.92,0.04,0
513,london2021,6.2,5.036220639,49.86900868,20.22639497,7.710122358,0.04,0.92,0.04,0
1114,westyorkshire2021,6.3,8.098261395,45.70775597,31.20610361,4.168194902,0.05,0.77,0.18,0
515,london2021,6.4,4.978587457,50.18007293,20.23103121,7.715947044,0.04,0.93,0.04,0
516,london2021,6.5,4.952904646,50.38586724,20.06009768,7.700867014,0.04,0.93,0.03,0
517,london2021,6.6,4.957167824,50.47539888,20.00281013,7.629906873,0.04,0.93,0.03,0
518,london2021,6.7,4.978523278,50.45689554,19.970092,7.623062644,0.04,0.93,0.03,0
519,london2021,6.8,4.942075009,50.59624401,19.93991183,7.581800281,0.04,0.93,0.03,0
520,london2021,6.9,4.900633955,50.75674699,19.82720587,7.585960155,0.04,0.93,0.03,0
521,london2021,7,4.919528243,50.78256188,19.74900824,7.559484273,0.04,0.93,0.03,0
522,london2021,7.1,4.909397106,50.941118,19.70858839,7.529012461,0.04,0.93,0.03,0
523,london2021,7.2,4.899326008,50.99011487,19.62253324,7.491813827,0.03,0.94,0.03,0
524,london2021,7.3,4.903897752,51.07561932,19.56301217,7.485097706,0.04,0.93,0.03,0
525,london2021,7.4,4.897432694,51.1023849,19.52975097,7.419959161,0.04,0.94,0.03,0
526,london2021,7.5,4.853956524,51.35639235,19.44709751,7.407290147,0.03,0.94,0.03,0
527,london2021,7.6,4.868934525,51.43653142,19.3255473,7.384186334,0.03,0.94,0.03,0
528,london2021,7.7,4.864677036,51.50216419,19.28999955,7.361493222,0.03,0.94,0.03,0
529,london2021,7.8,4.83101589,51.62255836,19.23666153,7.351009118,0.03,0.94,0.03,0
530,london2021,7.9,4.79679663,51.7563137,19.2014696,7.302639647,0.03,0.94,0.03,0
531,london2021,8,4.80970406,51.81779333,19.13942538,7.281099658,0.03,0.94,0.03,0
532,london2021,8.1,4.851081965,51.812801,19.02407672,7.252059769,0.04,0.94,0.02,0
533,london2021,8.2,4.826525718,51.91257789,18.95593843,7.210177639,0.03,0.94,0.03,0
534,london2021,8.3,4.762267272,52.12340984,18.90441677,7.191352394,0.03,0.94,0.02,0
535,london2021,8.4,4.772195087,52.15585566,18.81889498,7.189338632,0.03,0.94,0.02,0
536,london2021,8.5,4.786557708,52.23623178,18.78761458,7.170464783,0.03,0.94,0.02,0
537,london2021,8.6,4.728981017,52.45390535,18.68143529,7.154877998,0.03,0.95,0.02,0
538,london2021,8.7,4.745892582,52.49856547,18.65480791,7.106964803,0.03,0.95,0.02,0
539,london2021,8.8,4.752373193,52.533179,18.53437006,7.076028387,0.03,0.95,0.02,0
540,london2021,8.9,4.713886378,52.69021789,18.54736578,7.058108524,0.03,0.95,0.02,0
541,london2021,9,4.724692366,52.71410575,18.39945176,7.035492784,0.03,0.95,0.02,0
542,london2021,9.1,4.681420109,52.88585136,18.39691139,6.983332092,0.03,0.95,0.02,0
543,london2021,9.2,4.648112819,53.03274444,18.31018648,6.973462066,0.03,0.95,0.02,0
544,london2021,9.3,4.650743939,53.11406285,18.23562765,6.946276466,0.03,0.95,0.02,0
545,london2021,9.4,4.654151598,53.16451674,18.14208828,6.920144952,0.03,0.95,0.02,0
546,london2021,9.5,4.603589606,53.37439903,18.0787297,6.89322438,0.03,0.95,0.02,0
547,london2021,9.6,4.603511002,53.42047938,18.02422849,6.866954271,0.03,0.95,0.02,0
548,london2021,9.7,4.627242288,53.46884193,17.91368374,6.832874147,0.03,0.95,0.02,0
549,london2021,9.8,4.574381796,53.66319291,17.89865369,6.788713548,0.03,0.95,0.02,0
550,london2021,9.9,4.60192732,53.64136638,17.80205841,6.758824415,0.03,0.95,0.02,0
551,london2021,10,4.586155838,53.74663029,17.70291392,6.753308379,0.03,0.95,0.02,0
552,london2021,10.1,4.557767051,53.92771675,17.63900096,6.685416247,0.03,0.95,0.02,0
553,london2021,10.2,4.566982934,53.92244775,17.59024946,6.684209143,0.03,0.95,0.02,0
554,london2021,10.3,4.543273931,54.0807928,17.49921104,6.654028925,0.03,0.96,0.02,0
555,london2021,10.4,4.536543725,54.21210943,17.41879652,6.623350812,0.03,0.96,0.02,0
556,london2021,10.5,4.493256417,54.3162912,17.36150527,6.621676024,0.03,0.96,0.02,0
557,london2021,10.6,4.461052556,54.52993004,17.33219497,6.571993929,0.03,0.96,0.02,0
558,london2021,10.7,4.475297918,54.53861658,17.21131643,6.544123719,0.03,0.96,0.02,0
559,london2021,10.8,4.428632998,54.6696266,17.13657378,6.523658926,0.03,0.96,0.02,0
560,london2021,10.9,4.404684628,54.76460244,17.05672984,6.494569435,0.03,0.96,0.01,0
561,london2021,11,4.404364215,54.87635551,16.99510581,6.441239004,0.03,0.96,0.01,0
562,london2021,11.1,4.448910923,54.89664737,16.8535108,6.410816332,0.03,0.96,0.01,0
563,london2021,11.2,4.414343384,54.97791624,16.83611043,6.392375278,0.03,0.96,0.01,0
564,london2021,11.3,4.39396066,55.11278809,16.73564297,6.365945174,0.03,0.96,0.01,0
565,london2021,11.4,4.385780805,55.14537447,16.66053038,6.314235934,0.03,0.96,0.01,0
566,london2021,11.5,4.357363126,55.31319246,16.59397119,6.289822287,0.03,0.96,0.01,0
567,london2021,11.6,4.377949662,55.39064262,16.50599798,6.265693922,0.03,0.96,0.01,0
568,london2021,11.7,4.349392794,55.49831026,16.3751729,6.233202777,0.03,0.96,0.01,0
569,london2021,11.8,4.3392906,55.53850687,16.3317738,6.193498147,0.03,0.96,0.01,0
570,london2021,11.9,4.31158197,55.72094846,16.31705667,6.148391979,0.03,0.96,0.01,0
571,london2021,12,4.299876805,55.79188066,16.24844021,6.145743778,0.03,0.96,0.01,0
572,london2021,12.1,4.271631342,55.95851519,16.06010182,6.103052545,0.03,0.96,0.01,0
573,london2021,12.2,4.282486045,55.94933713,16.01707038,6.083697408,0.03,0.96,0.01,0
574,london2021,12.3,4.255078162,56.12949725,15.91447255,6.030276505,0.03,0.96,0.01,0
575,london2021,12.4,4.288102231,56.08841716,15.8293865,5.993711364,0.03,0.96,0.01,0
576,london2021,12.5,4.282719655,56.23399097,15.76985339,5.943427263,0.03,0.96,0.01,0
577,london2021,12.6,4.224041418,56.35046025,15.69399488,5.927724948,0.03,0.97,0.01,0
578,london2021,12.7,4.211558297,56.48001785,15.60661972,5.928303393,0.03,0.96,0.01,0
579,london2021,12.8,4.214570458,56.55168602,15.51181525,5.853309556,0.03,0.97,0.01,0
580,london2021,12.9,4.155821104,56.78497172,15.46158579,5.819194687,0.02,0.97,0.01,0
581,london2021,13,4.13883706,56.84523788,15.3180481,5.784149906,0.02,0.97,0.01,0
582,london2021,13.1,4.12461535,56.95581024,15.22568996,5.766664724,0.02,0.97,0.01,0
583,london2021,13.2,4.140830047,56.97513741,15.14696065,5.712510443,0.03,0.97,0.01,0
584,london2021,13.3,4.138707908,57.09173834,15.07722899,5.687470309,0.03,0.97,0.01,0
585,london2021,13.4,4.112553554,57.21563015,14.99872639,5.659967853,0.02,0.97,0.01,0
586,london2021,13.5,4.086368966,57.28267061,14.85401938,5.62260301,0.02,0.97,0.01,0
587,london2021,13.6,4.036897499,57.465184,14.74846903,5.554605076,0.02,0.97,0.01,0
588,london2021,13.7,4.045731941,57.55398767,14.74703437,5.596128349,0.02,0.97,0.01,0
589,london2021,13.8,4.005083597,57.64226371,14.60990793,5.521350922,0.02,0.97,0.01,0
590,london2021,13.9,3.991494005,57.78608831,14.54812257,5.477345793,0.02,0.97,0.01,0
591,london2021,14,4.035638724,57.77555602,14.41159281,5.416198119,0.02,0.97,0.01,0
592,london2021,14.1,3.987314064,57.93881841,14.37738879,5.386046924,0.02,0.97,0.01,0
593,london2021,14.2,4.003800415,57.94418483,14.21571461,5.338953294,0.02,0.97,0.01,0
594,london2021,14.3,3.947523911,58.12163825,14.17803981,5.328647447,0.02,0.97,0.01,0
595,london2021,14.4,3.910696202,58.3271515,14.04658082,5.252183194,0.02,0.97,0.01,0
596,london2021,14.5,3.963970795,58.23256434,13.98111615,5.281009087,0.02,0.97,0.01,0
597,london2021,14.6,3.914927041,58.44796367,13.82680786,5.205374459,0.02,0.97,0.01,0
598,london2021,14.7,3.893060372,58.53026642,13.75010643,5.168922354,0.02,0.97,0.01,0
599,london2021,14.8,3.860971783,58.66911787,13.6378942,5.129351052,0.02,0.97,0.01,0
600,london2021,14.9,3.886137651,58.65647719,13.6112961,5.128391834,0.02,0.97,0.01,0
601,teesvalley2021,0,0,54.41887518,45.58112482,0,0,0.66,0.34,0
602,teesvalley2021,0.1,0,54.33930003,45.66069997,0,0,0.66,0.34,0
603,teesvalley2021,0.2,0,54.34650052,45.65349948,0,0,0.66,0.34,0
604,teesvalley2021,0.3,0,54.21075028,45.78924972,0,0,0.66,0.34,0
605,teesvalley2021,0.4,0,54.05256739,45.94743261,0,0,0.65,0.35,0
606,teesvalley2021,0.5,0,53.89117455,46.10882545,0,0,0.65,0.36,0
607,teesvalley2021,0.6,0,53.81110377,46.18889623,0,0,0.64,0.36,0
608,teesvalley2021,0.7,0,53.78465304,46.21534696,0,0,0.64,0.36,0
609,teesvalley2021,0.8,0,53.66778609,46.33221391,0,0,0.64,0.36,0
610,teesvalley2021,0.9,0,53.58959422,46.41040578,0,0,0.63,0.37,0
611,teesvalley2021,1,0,53.45688869,46.54311131,0,0,0.63,0.37,0
612,teesvalley2021,1.1,0,53.38138857,46.61861143,0,0,0.63,0.37,0
613,teesvalley2021,1.2,0,53.24787655,46.75212345,0,0,0.62,0.38,0
614,teesvalley2021,1.3,0,53.1783393,46.8216607,0,0,0.62,0.38,0
